reward
25.200000000000003
26.000000000000004
19.0
34.400000000000006
34.4
28.599999999999998
33.400000000000006
32.2
36.60000000000001
31.6
33.60000000000001
26.200000000000003
26.199999999999996
11.0
32.6
37.0
32.0
25.0
32.60000000000001
30.800000000000004
35.4
36.4
31.400000000000006
21.000000000000004
35.6
33.0
34.0
30.800000000000004
29.600000000000005
32.60000000000001
29.600000000000005
21.2
21.2
37.80000000000001
40.39999999999999
33.2
29.400000000000002
39.400000000000006
32.400000000000006
40.4
34.6
30.600000000000005
25.799999999999997
33.8
27.0
39.80000000000001
38.0
28.4
31.400000000000002
36.2
40.400000000000006
26.200000000000003
26.0
29.4
16.599999999999998
13.999999999999996
26.200000000000003
33.0
32.6
26.200000000000003
35.2
45.6
20.8
33.0
35.800000000000004
26.200000000000003
34.800000000000004
23.000000000000004
36.0
12.399999999999999
33.0
26.0
1.0000000000000009
33.0
30.800000000000004
39.8
25.4
36.400000000000006
26.0
26.2
28.6
33.40000000000001
27.0
35.2
36.800000000000004
29.6
26.0
26.0
33.0
26.0
24.200000000000003
26.200000000000003
26.0
30.400000000000006
33.0
43.0
26.0
38.20000000000001
35.20000000000002
26.200000000000003
32.2
26.0
36.0
26.200000000000003
24.400000000000002
26.200000000000003
33.0
22.2
14.999999999999996
24.999999999999996
1.4000000000000012
17.599999999999998
33.0
26.0
26.6
26.200000000000003
30.800000000000004
26.0
26.200000000000003
31.600000000000012
26.0
26.0
2.0000000000000027
26.200000000000003
33.0
26.200000000000003
33.0
26.200000000000003
33.0
26.200000000000003
33.0
26.200000000000003
26.200000000000003
26.0
33.0
55.2
26.0
26.200000000000003
26.200000000000003
26.200000000000003
26.0
12.599999999999994
46.6
33.0
17.199999999999996
31.800000000000004
31.800000000000004
34.400000000000006
26.0
35.6
29.200000000000003
31.800000000000004
26.200000000000003
26.0
26.200000000000003
39.8
38.6
30.200000000000003
26.200000000000003
35.8
33.0
26.200000000000003
26.0
33.0
38.400000000000006
26.0
26.200000000000003
39.0
33.0
31.800000000000004
26.200000000000003
26.200000000000003
39.8
26.0
53.2
26.0
40.0
26.0
26.200000000000003
33.0
26.0
33.0
26.200000000000003
39.8
39.8
40.4
33.0
26.200000000000003
26.0
26.0
26.0
33.0
19.8
33.4
32.0
32.0
27.200000000000003
33.4
34.6
40.600000000000016
33.0
26.0
32.4
26.0
26.0
26.200000000000003
36.800000000000004
26.0
40.400000000000006
26.0
40.400000000000006
26.0
26.200000000000003
32.4
26.200000000000003
